,Content ID,Reaction Type,Datetime,Category,Score,Content Type,Sentiment,,,Datetime,Month,countpostbymonth,,Sentiment,,,,,,,,,,,,,,
4246,c136ae25-d882-4e2c-b515-5727ad2626a5,interested,21-04-2021 21:37,soccer,30,photo,positive,,,21-04-2021,4,1974,,,,,,,,,,,,,,,,
4247,c136ae25-d882-4e2c-b515-5727ad2626a5,interested,30-07-2020 11:56,soccer,30,photo,positive,,,30-07-2020,7,2070,,,,,,,,,,,,,,,,
4248,c136ae25-d882-4e2c-b515-5727ad2626a5,intrigued,28-11-2020 06:38,soccer,45,photo,positive,,,28-11-2020,11,2034,,,,,,,,,,,,,,,,
4249,c136ae25-d882-4e2c-b515-5727ad2626a5,intrigued,08-07-2020 09:51,soccer,45,photo,positive,,,08-07-2020,7,2070,,,,,,,,,,,,,,,,
4250,c136ae25-d882-4e2c-b515-5727ad2626a5,worried,07-03-2021 01:11,soccer,12,photo,negative,,,07-03-2021,3,2012,,,,,,,,,,,,,,,,
4251,c136ae25-d882-4e2c-b515-5727ad2626a5,adore,24-05-2021 08:31,soccer,72,photo,positive,,,24-05-2021,5,2138,,,,,,,,,,,,,,,,
4252,c136ae25-d882-4e2c-b515-5727ad2626a5,heart,28-09-2020 20:55,soccer,60,photo,positive,,,28-09-2020,9,2022,,,,,,,,,,,,,,,,
4253,c136ae25-d882-4e2c-b515-5727ad2626a5,scared,23-07-2020 11:44,soccer,15,photo,negative,,,23-07-2020,7,2070,,,,,,,,,,,,,,,,
4254,c136ae25-d882-4e2c-b515-5727ad2626a5,like,25-03-2021 08:58,soccer,50,photo,positive,,,25-03-2021,3,2012,,,,,,,,,,,,,,,,
4255,c136ae25-d882-4e2c-b515-5727ad2626a5,heart,20-08-2020 01:51,soccer,60,photo,positive,,,20-08-2020,8,2114,,,,,,,,,,,,,,,,
4256,c136ae25-d882-4e2c-b515-5727ad2626a5,indifferent,30-09-2020 02:58,soccer,20,photo,neutral,,,30-09-2020,9,2022,,,,,,,,,,,,,,,,
4257,c136ae25-d882-4e2c-b515-5727ad2626a5,like,18-10-2020 21:23,soccer,50,photo,positive,,,18-10-2020,10,2056,,,,,,,,,,,,,,,,
4258,c136ae25-d882-4e2c-b515-5727ad2626a5,indifferent,02-10-2020 02:34,soccer,20,photo,neutral,,,02-10-2020,10,2056,,,,,,,,,,,,,,,,
4259,c136ae25-d882-4e2c-b515-5727ad2626a5,disgust,16-04-2021 11:04,soccer,0,photo,negative,,,16-04-2021,4,1974,,,,,,,,,,,,,,,,
4260,c136ae25-d882-4e2c-b515-5727ad2626a5,cherish,06-10-2020 17:22,soccer,70,photo,positive,,,06-10-2020,10,2056,,,,,,,,,,,,,,,,
4261,c136ae25-d882-4e2c-b515-5727ad2626a5,scared,24-06-2020 07:44,soccer,15,photo,negative,,,24-06-2020,6,2021,,,,,,,,,,,,,,,,
4262,c136ae25-d882-4e2c-b515-5727ad2626a5,intrigued,08-02-2021 16:14,soccer,45,photo,positive,,,08-02-2021,2,1914,,,,,,,,,,,,,,,,
4263,c136ae25-d882-4e2c-b515-5727ad2626a5,dislike,28-04-2021 16:33,soccer,10,photo,negative,,,28-04-2021,4,1974,,,,,,,,,,,,,,,,
4264,c136ae25-d882-4e2c-b515-5727ad2626a5,like,11-03-2021 14:27,soccer,50,photo,positive,,,11-03-2021,3,2012,,,,,,,,,,,,,,,,
4265,c136ae25-d882-4e2c-b515-5727ad2626a5,super love,07-03-2021 09:39,soccer,75,photo,positive,,,07-03-2021,3,2012,,,,,,,,,,,,,,,,
4266,c136ae25-d882-4e2c-b515-5727ad2626a5,disgust,24-08-2020 18:29,soccer,0,photo,negative,,,24-08-2020,8,2114,,,,,,,,,,,,,,,,
4267,c136ae25-d882-4e2c-b515-5727ad2626a5,disgust,10-01-2021 05:06,soccer,0,photo,negative,,,10-01-2021,1,2126,,,,,,,,,,,,,,,,
4268,c136ae25-d882-4e2c-b515-5727ad2626a5,love,31-07-2020 22:15,soccer,65,photo,positive,,,31-07-2020,7,2070,,,,,,,,,,,,,,,,
4269,c136ae25-d882-4e2c-b515-5727ad2626a5,adore,27-06-2020 05:26,soccer,72,photo,positive,,,27-06-2020,6,2021,,,,,,,,,,,,,,,,
4270,c136ae25-d882-4e2c-b515-5727ad2626a5,cherish,22-06-2020 05:15,soccer,70,photo,positive,,,22-06-2020,6,2021,,,,,,,,,,,,,,,,
4271,c136ae25-d882-4e2c-b515-5727ad2626a5,love,06-04-2021 09:25,soccer,65,photo,positive,,,06-04-2021,4,1974,,,,,,,,,,,,,,,,
4272,c136ae25-d882-4e2c-b515-5727ad2626a5,scared,25-04-2021 07:15,soccer,15,photo,negative,,,25-04-2021,4,1974,,,,,,,,,,,,,,,,
4273,bd810ca4-54cf-420e-afec-0214b870672e,hate,13-05-2021 03:38,technology,5,photo,negative,,,13-05-2021,5,2138,,,,,,,,,,,,,,,,
4274,bd810ca4-54cf-420e-afec-0214b870672e,cherish,15-07-2020 11:43,technology,70,photo,positive,,,15-07-2020,7,2070,,,,,,,,,,,,,,,,
4275,bd810ca4-54cf-420e-afec-0214b870672e,worried,05-02-2021 00:21,technology,12,photo,negative,,,05-02-2021,2,1914,,,,,,,,,,,,,,,,
4276,bd810ca4-54cf-420e-afec-0214b870672e,hate,31-08-2020 01:59,technology,5,photo,negative,,,31-08-2020,8,2114,,,,,,,,,,,,,,,,
4277,ba9ce407-672c-4ceb-9c1f-59590fd187d0,indifferent,07-05-2021 08:59,fitness,20,audio,neutral,,,07-05-2021,5,2138,,,,,,,,,,,,,,,,
4278,ba9ce407-672c-4ceb-9c1f-59590fd187d0,scared,28-10-2020 22:04,fitness,15,audio,negative,,,28-10-2020,10,2056,,,,,,,,,,,,,,,,
4279,ba9ce407-672c-4ceb-9c1f-59590fd187d0,scared,09-03-2021 09:59,fitness,15,audio,negative,,,09-03-2021,3,2012,,,,,,,,,,,,,,,,
4280,ba9ce407-672c-4ceb-9c1f-59590fd187d0,interested,06-05-2021 20:41,fitness,30,audio,positive,,,06-05-2021,5,2138,,,,,,,,,,,,,,,,
4281,ba9ce407-672c-4ceb-9c1f-59590fd187d0,want,10-08-2020 01:31,fitness,70,audio,positive,,,10-08-2020,8,2114,,,,,,,,,,,,,,,,
4282,ba9ce407-672c-4ceb-9c1f-59590fd187d0,heart,06-12-2020 02:28,fitness,60,audio,positive,,,06-12-2020,12,2092,,,,,,,,,,,,,,,,
4283,ba9ce407-672c-4ceb-9c1f-59590fd187d0,hate,25-10-2020 17:51,fitness,5,audio,negative,,,25-10-2020,10,2056,,,,,,,,,,,,,,,,
4284,ba9ce407-672c-4ceb-9c1f-59590fd187d0,cherish,16-04-2021 16:30,fitness,70,audio,positive,,,16-04-2021,4,1974,,,,,,,,,,,,,,,,
4285,ba9ce407-672c-4ceb-9c1f-59590fd187d0,adore,10-06-2021 06:36,fitness,72,audio,positive,,,10-06-2021,6,2021,,,,,,,,,,,,,,,,
4286,ba9ce407-672c-4ceb-9c1f-59590fd187d0,scared,20-04-2021 12:16,fitness,15,audio,negative,,,20-04-2021,4,1974,,,,,,,,,,,,,,,,
4287,ba9ce407-672c-4ceb-9c1f-59590fd187d0,scared,24-05-2021 02:02,fitness,15,audio,negative,,,24-05-2021,5,2138,,,,,,,,,,,,,,,,
4288,ba9ce407-672c-4ceb-9c1f-59590fd187d0,like,24-07-2020 14:49,fitness,50,audio,positive,,,24-07-2020,7,2070,,,,,,,,,,,,,,,,
4289,ba9ce407-672c-4ceb-9c1f-59590fd187d0,hate,14-09-2020 09:39,fitness,5,audio,negative,,,14-09-2020,9,2022,,,,,,,,,,,,,,,,
4290,ba9ce407-672c-4ceb-9c1f-59590fd187d0,want,16-05-2021 19:01,fitness,70,audio,positive,,,16-05-2021,5,2138,,,,,,,,,,,,,,,,
4291,fa781e01-b928-401f-86f4-d42b0a3b55ab,interested,27-08-2020 16:13,studying,30,photo,positive,,,27-08-2020,8,2114,,,,,,,,,,,,,,,,
4292,fa781e01-b928-401f-86f4-d42b0a3b55ab,indifferent,01-10-2020 20:44,studying,20,photo,neutral,,,01-10-2020,10,2056,,,,,,,,,,,,,,,,
4293,fa781e01-b928-401f-86f4-d42b0a3b55ab,disgust,12-04-2021 12:29,studying,0,photo,negative,,,12-04-2021,4,1974,,,,,,,,,,,,,,,,
4294,fa781e01-b928-401f-86f4-d42b0a3b55ab,cherish,05-12-2020 19:06,studying,70,photo,positive,,,05-12-2020,12,2092,,,,,,,,,,,,,,,,
4295,fa781e01-b928-401f-86f4-d42b0a3b55ab,scared,31-03-2021 08:28,studying,15,photo,negative,,,31-03-2021,3,2012,,,,,,,,,,,,,,,,
4296,fa781e01-b928-401f-86f4-d42b0a3b55ab,love,17-01-2021 16:27,studying,65,photo,positive,,,17-01-2021,1,2126,,,,,,,,,,,,,,,,
4297,fa781e01-b928-401f-86f4-d42b0a3b55ab,want,03-02-2021 09:37,studying,70,photo,positive,,,03-02-2021,2,1914,,,,,,,,,,,,,,,,
4298,43e53b12-71cb-4aad-9cb7-8c3572053230,indifferent,28-08-2020 12:17,fitness,20,audio,neutral,,,28-08-2020,8,2114,,,,,,,,,,,,,,,,
4299,43e53b12-71cb-4aad-9cb7-8c3572053230,dislike,20-03-2021 02:54,fitness,10,audio,negative,,,20-03-2021,3,2012,,,,,,,,,,,,,,,,
4300,43e53b12-71cb-4aad-9cb7-8c3572053230,hate,08-01-2021 18:22,fitness,5,audio,negative,,,08-01-2021,1,2126,,,,,,,,,,,,,,,,
4301,43e53b12-71cb-4aad-9cb7-8c3572053230,cherish,19-01-2021 03:14,fitness,70,audio,positive,,,19-01-2021,1,2126,,,,,,,,,,,,,,,,
4302,43e53b12-71cb-4aad-9cb7-8c3572053230,indifferent,31-03-2021 19:54,fitness,20,audio,neutral,,,31-03-2021,3,2012,,,,,,,,,,,,,,,,
4303,43e53b12-71cb-4aad-9cb7-8c3572053230,intrigued,11-08-2020 06:25,fitness,45,audio,positive,,,11-08-2020,8,2114,,,,,,,,,,,,,,,,
4304,43e53b12-71cb-4aad-9cb7-8c3572053230,peeking,29-09-2020 02:49,fitness,35,audio,neutral,,,29-09-2020,9,2022,,,,,,,,,,,,,,,,
4305,43e53b12-71cb-4aad-9cb7-8c3572053230,scared,21-10-2020 14:01,fitness,15,audio,negative,,,21-10-2020,10,2056,,,,,,,,,,,,,,,,
4306,43e53b12-71cb-4aad-9cb7-8c3572053230,adore,02-12-2020 05:46,fitness,72,audio,positive,,,02-12-2020,12,2092,,,,,,,,,,,,,,,,
4307,43e53b12-71cb-4aad-9cb7-8c3572053230,heart,29-11-2020 07:26,fitness,60,audio,positive,,,29-11-2020,11,2034,,,,,,,,,,,,,,,,
4308,43e53b12-71cb-4aad-9cb7-8c3572053230,cherish,02-02-2021 00:41,fitness,70,audio,positive,,,02-02-2021,2,1914,,,,,,,,,,,,,,,,
4309,43e53b12-71cb-4aad-9cb7-8c3572053230,scared,08-05-2021 04:23,fitness,15,audio,negative,,,08-05-2021,5,2138,,,,,,,,,,,,,,,,
4310,43e53b12-71cb-4aad-9cb7-8c3572053230,cherish,22-04-2021 05:57,fitness,70,audio,positive,,,22-04-2021,4,1974,,,,,,,,,,,,,,,,
4311,43e53b12-71cb-4aad-9cb7-8c3572053230,adore,19-03-2021 20:29,fitness,72,audio,positive,,,19-03-2021,3,2012,,,,,,,,,,,,,,,,
4312,43e53b12-71cb-4aad-9cb7-8c3572053230,peeking,26-08-2020 03:50,fitness,35,audio,neutral,,,26-08-2020,8,2114,,,,,,,,,,,,,,,,
4313,43e53b12-71cb-4aad-9cb7-8c3572053230,peeking,12-09-2020 05:19,fitness,35,audio,neutral,,,12-09-2020,9,2022,,,,,,,,,,,,,,,,
4314,43e53b12-71cb-4aad-9cb7-8c3572053230,adore,11-02-2021 12:15,fitness,72,audio,positive,,,11-02-2021,2,1914,,,,,,,,,,,,,,,,
4315,43e53b12-71cb-4aad-9cb7-8c3572053230,super love,23-01-2021 00:06,fitness,75,audio,positive,,,23-01-2021,1,2126,,,,,,,,,,,,,,,,
4316,43e53b12-71cb-4aad-9cb7-8c3572053230,worried,18-10-2020 21:48,fitness,12,audio,negative,,,18-10-2020,10,2056,,,,,,,,,,,,,,,,
4317,43e53b12-71cb-4aad-9cb7-8c3572053230,like,06-09-2020 09:11,fitness,50,audio,positive,,,06-09-2020,9,2022,,,,,,,,,,,,,,,,
4318,43e53b12-71cb-4aad-9cb7-8c3572053230,love,18-04-2021 07:24,fitness,65,audio,positive,,,18-04-2021,4,1974,,,,,,,,,,,,,,,,
4319,43e53b12-71cb-4aad-9cb7-8c3572053230,love,10-02-2021 06:12,fitness,65,audio,positive,,,10-02-2021,2,1914,,,,,,,,,,,,,,,,
4320,43e53b12-71cb-4aad-9cb7-8c3572053230,disgust,17-05-2021 03:31,fitness,0,audio,negative,,,17-05-2021,5,2138,,,,,,,,,,,,,,,,
4321,43e53b12-71cb-4aad-9cb7-8c3572053230,love,01-02-2021 20:37,fitness,65,audio,positive,,,01-02-2021,2,1914,,,,,,,,,,,,,,,,
4322,43e53b12-71cb-4aad-9cb7-8c3572053230,peeking,03-11-2020 13:38,fitness,35,audio,neutral,,,03-11-2020,11,2034,,,,,,,,,,,,,,,,
4323,43e53b12-71cb-4aad-9cb7-8c3572053230,cherish,22-08-2020 17:05,fitness,70,audio,positive,,,22-08-2020,8,2114,,,,,,,,,,,,,,,,
4324,43e53b12-71cb-4aad-9cb7-8c3572053230,scared,13-10-2020 13:45,fitness,15,audio,negative,,,13-10-2020,10,2056,,,,,,,,,,,,,,,,
4325,43e53b12-71cb-4aad-9cb7-8c3572053230,disgust,30-09-2020 22:50,fitness,0,audio,negative,,,30-09-2020,9,2022,,,,,,,,,,,,,,,,
4326,43e53b12-71cb-4aad-9cb7-8c3572053230,peeking,18-03-2021 00:02,fitness,35,audio,neutral,,,18-03-2021,3,2012,,,,,,,,,,,,,,,,
4327,43e53b12-71cb-4aad-9cb7-8c3572053230,scared,23-11-2020 22:36,fitness,15,audio,negative,,,23-11-2020,11,2034,,,,,,,,,,,,,,,,
4328,43e53b12-71cb-4aad-9cb7-8c3572053230,want,05-04-2021 02:06,fitness,70,audio,positive,,,05-04-2021,4,1974,,,,,,,,,,,,,,,,
4329,43e53b12-71cb-4aad-9cb7-8c3572053230,peeking,28-05-2021 15:14,fitness,35,audio,neutral,,,28-05-2021,5,2138,,,,,,,,,,,,,,,,
4330,43e53b12-71cb-4aad-9cb7-8c3572053230,cherish,30-09-2020 02:34,fitness,70,audio,positive,,,30-09-2020,9,2022,,,,,,,,,,,,,,,,
4331,43e53b12-71cb-4aad-9cb7-8c3572053230,disgust,21-08-2020 22:25,fitness,0,audio,negative,,,21-08-2020,8,2114,,,,,,,,,,,,,,,,
4332,43e53b12-71cb-4aad-9cb7-8c3572053230,love,27-10-2020 13:04,fitness,65,audio,positive,,,27-10-2020,10,2056,,,,,,,,,,,,,,,,
4333,43e53b12-71cb-4aad-9cb7-8c3572053230,dislike,09-05-2021 04:48,fitness,10,audio,negative,,,09-05-2021,5,2138,,,,,,,,,,,,,,,,
4334,43e53b12-71cb-4aad-9cb7-8c3572053230,disgust,28-07-2020 06:10,fitness,0,audio,negative,,,28-07-2020,7,2070,,,,,,,,,,,,,,,,
4335,43e53b12-71cb-4aad-9cb7-8c3572053230,disgust,29-08-2020 22:25,fitness,0,audio,negative,,,29-08-2020,8,2114,,,,,,,,,,,,,,,,
4336,43e53b12-71cb-4aad-9cb7-8c3572053230,like,22-06-2020 19:16,fitness,50,audio,positive,,,22-06-2020,6,2021,,,,,,,,,,,,,,,,
4337,43e53b12-71cb-4aad-9cb7-8c3572053230,want,16-07-2020 18:30,fitness,70,audio,positive,,,16-07-2020,7,2070,,,,,,,,,,,,,,,,
4338,a58c963f-1bec-4eee-b66f-60062a9dd96e,hate,19-02-2021 12:01,dogs,5,video,negative,,,19-02-2021,2,1914,,,,,,,,,,,,,,,,
4339,a58c963f-1bec-4eee-b66f-60062a9dd96e,want,29-03-2021 00:42,dogs,70,video,positive,,,29-03-2021,3,2012,,,,,,,,,,,,,,,,
4340,a58c963f-1bec-4eee-b66f-60062a9dd96e,adore,01-08-2020 23:40,dogs,72,video,positive,,,01-08-2020,8,2114,,,,,,,,,,,,,,,,
4341,a58c963f-1bec-4eee-b66f-60062a9dd96e,indifferent,27-03-2021 06:44,dogs,20,video,neutral,,,27-03-2021,3,2012,,,,,,,,,,,,,,,,
4342,a58c963f-1bec-4eee-b66f-60062a9dd96e,hate,01-10-2020 22:03,dogs,5,video,negative,,,01-10-2020,10,2056,,,,,,,,,,,,,,,,
4343,a58c963f-1bec-4eee-b66f-60062a9dd96e,disgust,18-08-2020 18:21,dogs,0,video,negative,,,18-08-2020,8,2114,,,,,,,,,,,,,,,,
4344,a58c963f-1bec-4eee-b66f-60062a9dd96e,super love,10-12-2020 20:14,dogs,75,video,positive,,,10-12-2020,12,2092,,,,,,,,,,,,,,,,
4345,a58c963f-1bec-4eee-b66f-60062a9dd96e,interested,11-08-2020 18:36,dogs,30,video,positive,,,11-08-2020,8,2114,,,,,,,,,,,,,,,,
4346,a58c963f-1bec-4eee-b66f-60062a9dd96e,want,03-05-2021 12:21,dogs,70,video,positive,,,03-05-2021,5,2138,,,,,,,,,,,,,,,,
4347,a58c963f-1bec-4eee-b66f-60062a9dd96e,scared,30-01-2021 03:31,dogs,15,video,negative,,,30-01-2021,1,2126,,,,,,,,,,,,,,,,
4348,a58c963f-1bec-4eee-b66f-60062a9dd96e,scared,18-08-2020 06:24,dogs,15,video,negative,,,18-08-2020,8,2114,,,,,,,,,,,,,,,,
4349,a58c963f-1bec-4eee-b66f-60062a9dd96e,like,30-06-2020 11:09,dogs,50,video,positive,,,30-06-2020,6,2021,,,,,,,,,,,,,,,,
4350,a58c963f-1bec-4eee-b66f-60062a9dd96e,heart,10-11-2020 04:00,dogs,60,video,positive,,,10-11-2020,11,2034,,,,,,,,,,,,,,,,
4351,a58c963f-1bec-4eee-b66f-60062a9dd96e,scared,17-06-2021 01:23,dogs,15,video,negative,,,17-06-2021,6,2021,,,,,,,,,,,,,,,,
4352,a58c963f-1bec-4eee-b66f-60062a9dd96e,heart,05-10-2020 22:29,dogs,60,video,positive,,,05-10-2020,10,2056,,,,,,,,,,,,,,,,
4353,a58c963f-1bec-4eee-b66f-60062a9dd96e,interested,02-01-2021 18:24,dogs,30,video,positive,,,02-01-2021,1,2126,,,,,,,,,,,,,,,,
4354,a58c963f-1bec-4eee-b66f-60062a9dd96e,hate,19-09-2020 09:51,dogs,5,video,negative,,,19-09-2020,9,2022,,,,,,,,,,,,,,,,
4355,a58c963f-1bec-4eee-b66f-60062a9dd96e,love,19-10-2020 12:48,dogs,65,video,positive,,,19-10-2020,10,2056,,,,,,,,,,,,,,,,
4356,a58c963f-1bec-4eee-b66f-60062a9dd96e,indifferent,03-05-2021 16:02,dogs,20,video,neutral,,,03-05-2021,5,2138,,,,,,,,,,,,,,,,
4357,a58c963f-1bec-4eee-b66f-60062a9dd96e,heart,04-12-2020 14:48,dogs,60,video,positive,,,04-12-2020,12,2092,,,,,,,,,,,,,,,,
4358,a58c963f-1bec-4eee-b66f-60062a9dd96e,interested,20-08-2020 00:54,dogs,30,video,positive,,,20-08-2020,8,2114,,,,,,,,,,,,,,,,
4359,a58c963f-1bec-4eee-b66f-60062a9dd96e,cherish,12-02-2021 21:10,dogs,70,video,positive,,,12-02-2021,2,1914,,,,,,,,,,,,,,,,
4360,a58c963f-1bec-4eee-b66f-60062a9dd96e,super love,11-04-2021 22:54,dogs,75,video,positive,,,11-04-2021,4,1974,,,,,,,,,,,,,,,,
4361,a58c963f-1bec-4eee-b66f-60062a9dd96e,scared,13-12-2020 07:15,dogs,15,video,negative,,,13-12-2020,12,2092,,,,,,,,,,,,,,,,
4362,a58c963f-1bec-4eee-b66f-60062a9dd96e,adore,30-03-2021 00:51,dogs,72,video,positive,,,30-03-2021,3,2012,,,,,,,,,,,,,,,,
4363,a58c963f-1bec-4eee-b66f-60062a9dd96e,cherish,23-08-2020 07:04,dogs,70,video,positive,,,23-08-2020,8,2114,,,,,,,,,,,,,,,,
4364,a58c963f-1bec-4eee-b66f-60062a9dd96e,super love,21-12-2020 19:45,dogs,75,video,positive,,,21-12-2020,12,2092,,,,,,,,,,,,,,,,
4365,a58c963f-1bec-4eee-b66f-60062a9dd96e,disgust,03-09-2020 08:57,dogs,0,video,negative,,,03-09-2020,9,2022,,,,,,,,,,,,,,,,
4366,a58c963f-1bec-4eee-b66f-60062a9dd96e,dislike,14-09-2020 12:34,dogs,10,video,negative,,,14-09-2020,9,2022,,,,,,,,,,,,,,,,
4367,a58c963f-1bec-4eee-b66f-60062a9dd96e,want,19-01-2021 15:40,dogs,70,video,positive,,,19-01-2021,1,2126,,,,,,,,,,,,,,,,
4368,a58c963f-1bec-4eee-b66f-60062a9dd96e,want,07-02-2021 17:48,dogs,70,video,positive,,,07-02-2021,2,1914,,,,,,,,,,,,,,,,
4369,a58c963f-1bec-4eee-b66f-60062a9dd96e,intrigued,20-05-2021 12:18,dogs,45,video,positive,,,20-05-2021,5,2138,,,,,,,,,,,,,,,,
4370,a58c963f-1bec-4eee-b66f-60062a9dd96e,indifferent,12-06-2021 09:47,dogs,20,video,neutral,,,12-06-2021,6,2021,,,,,,,,,,,,,,,,
4371,2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,disgust,16-03-2021 14:47,travel,0,audio,negative,,,16-03-2021,3,2012,,,,,,,,,,,,,,,,
4372,2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,adore,14-06-2021 20:33,travel,72,audio,positive,,,14-06-2021,6,2021,,,,,,,,,,,,,,,,
4373,2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,super love,20-02-2021 11:51,travel,75,audio,positive,,,20-02-2021,2,1914,,,,,,,,,,,,,,,,
4374,2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,love,12-07-2020 15:35,travel,65,audio,positive,,,12-07-2020,7,2070,,,,,,,,,,,,,,,,
4375,2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,interested,17-11-2020 05:21,travel,30,audio,positive,,,17-11-2020,11,2034,,,,,,,,,,,,,,,,
4376,2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,dislike,10-12-2020 02:26,travel,10,audio,negative,,,10-12-2020,12,2092,,,,,,,,,,,,,,,,
4377,2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,scared,07-05-2021 08:29,travel,15,audio,negative,,,07-05-2021,5,2138,,,,,,,,,,,,,,,,
4378,2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,indifferent,17-05-2021 13:14,travel,20,audio,neutral,,,17-05-2021,5,2138,,,,,,,,,,,,,,,,
4379,2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,worried,26-02-2021 07:49,travel,12,audio,negative,,,26-02-2021,2,1914,,,,,,,,,,,,,,,,
4380,2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,worried,02-03-2021 19:34,travel,12,audio,negative,,,02-03-2021,3,2012,,,,,,,,,,,,,,,,
4381,2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,dislike,29-10-2020 00:52,travel,10,audio,negative,,,29-10-2020,10,2056,,,,,,,,,,,,,,,,
4382,2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,peeking,11-04-2021 02:02,travel,35,audio,neutral,,,11-04-2021,4,1974,,,,,,,,,,,,,,,,
4383,2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,indifferent,26-06-2020 20:34,travel,20,audio,neutral,,,26-06-2020,6,2021,,,,,,,,,,,,,,,,
4384,2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,super love,25-04-2021 00:39,travel,75,audio,positive,,,25-04-2021,4,1974,,,,,,,,,,,,,,,,
4385,2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,super love,10-01-2021 18:33,travel,75,audio,positive,,,10-01-2021,1,2126,,,,,,,,,,,,,,,,
4386,2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,heart,27-12-2020 11:43,travel,60,audio,positive,,,27-12-2020,12,2092,,,,,,,,,,,,,,,,
4387,748ab616-8066-4c61-b6af-d7442545d12a,want,04-10-2020 17:40,veganism,70,audio,positive,,,04-10-2020,10,2056,,,,,,,,,,,,,,,,
4388,748ab616-8066-4c61-b6af-d7442545d12a,hate,26-01-2021 22:33,veganism,5,audio,negative,,,26-01-2021,1,2126,,,,,,,,,,,,,,,,
4389,748ab616-8066-4c61-b6af-d7442545d12a,super love,07-04-2021 19:32,veganism,75,audio,positive,,,07-04-2021,4,1974,,,,,,,,,,,,,,,,
4390,748ab616-8066-4c61-b6af-d7442545d12a,worried,03-09-2020 17:54,veganism,12,audio,negative,,,03-09-2020,9,2022,,,,,,,,,,,,,,,,
4391,748ab616-8066-4c61-b6af-d7442545d12a,peeking,06-07-2020 02:33,veganism,35,audio,neutral,,,06-07-2020,7,2070,,,,,,,,,,,,,,,,
4392,748ab616-8066-4c61-b6af-d7442545d12a,disgust,29-03-2021 11:19,veganism,0,audio,negative,,,29-03-2021,3,2012,,,,,,,,,,,,,,,,
4393,748ab616-8066-4c61-b6af-d7442545d12a,want,19-09-2020 11:35,veganism,70,audio,positive,,,19-09-2020,9,2022,,,,,,,,,,,,,,,,
4394,748ab616-8066-4c61-b6af-d7442545d12a,cherish,21-08-2020 18:00,veganism,70,audio,positive,,,21-08-2020,8,2114,,,,,,,,,,,,,,,,
4395,748ab616-8066-4c61-b6af-d7442545d12a,cherish,21-11-2020 08:12,veganism,70,audio,positive,,,21-11-2020,11,2034,,,,,,,,,,,,,,,,
4396,748ab616-8066-4c61-b6af-d7442545d12a,worried,09-03-2021 02:42,veganism,12,audio,negative,,,09-03-2021,3,2012,,,,,,,,,,,,,,,,
4397,748ab616-8066-4c61-b6af-d7442545d12a,worried,08-12-2020 19:24,veganism,12,audio,negative,,,08-12-2020,12,2092,,,,,,,,,,,,,,,,
4398,748ab616-8066-4c61-b6af-d7442545d12a,intrigued,09-02-2021 21:17,veganism,45,audio,positive,,,09-02-2021,2,1914,,,,,,,,,,,,,,,,
4399,748ab616-8066-4c61-b6af-d7442545d12a,adore,28-02-2021 07:33,veganism,72,audio,positive,,,28-02-2021,2,1914,,,,,,,,,,,,,,,,
4400,748ab616-8066-4c61-b6af-d7442545d12a,heart,28-02-2021 10:14,veganism,60,audio,positive,,,28-02-2021,2,1914,,,,,,,,,,,,,,,,
4401,748ab616-8066-4c61-b6af-d7442545d12a,worried,24-04-2021 05:05,veganism,12,audio,negative,,,24-04-2021,4,1974,,,,,,,,,,,,,,,,
4402,748ab616-8066-4c61-b6af-d7442545d12a,dislike,07-01-2021 08:30,veganism,10,audio,negative,,,07-01-2021,1,2126,,,,,,,,,,,,,,,,
4403,748ab616-8066-4c61-b6af-d7442545d12a,love,23-01-2021 05:13,veganism,65,audio,positive,,,23-01-2021,1,2126,,,,,,,,,,,,,,,,
4404,748ab616-8066-4c61-b6af-d7442545d12a,scared,25-04-2021 01:55,veganism,15,audio,negative,,,25-04-2021,4,1974,,,,,,,,,,,,,,,,
4405,748ab616-8066-4c61-b6af-d7442545d12a,like,20-03-2021 19:33,veganism,50,audio,positive,,,20-03-2021,3,2012,,,,,,,,,,,,,,,,
4406,748ab616-8066-4c61-b6af-d7442545d12a,dislike,26-05-2021 17:28,veganism,10,audio,negative,,,26-05-2021,5,2138,,,,,,,,,,,,,,,,
4407,748ab616-8066-4c61-b6af-d7442545d12a,intrigued,28-02-2021 12:56,veganism,45,audio,positive,,,28-02-2021,2,1914,,,,,,,,,,,,,,,,
